,,,,,,,language,,
H8665,2809,tashbêts,shin-beyt-tsade,שבצ,checkered,tashbêts,Hebrew,תשבץ,
H1730,1073,dôwd,dalet-dalet,דד,father,tata,Bemba,דוד,
H1730,1073,dôwd,dalet-dalet,דד,father,tata,Ewe,דוד,
H1730,1073,dôwd,dalet-dalet,דד,father,tata,Xhosa,דוד,
H1730,1073,dôwd,dalet-dalet,דד,father,tata,Kituba,דוד,
H1718,1073,dâdâh,dalet-dalet,דד,hurry,tata,Southern Sotho,דדה,
H1730,1073,dôwd,dalet-dalet,דד,father,tatana,Tsonga,דוד,
H1730,1073,dôwd,dalet-dalet,דד,father,tate,Southern Sotho,דוד,
H1730,1073,dôwd,dalet-dalet,דד,father,tat'etu,Kimbundu,דוד,
H1730,1073,dôwd,dalet-dalet,דד,father,tat'etu,Kimbundu,דוד,
H8674,1111,Tattᵉnay,NAME,תתני,Tattenai,Tattᵉnay,Hebrew,תתני,
H2132,1160,zayith,zayin-tav,זת,trees made on the thirdd day,tatu,Kikongo,זית, 
H8595,1499,taʻtuaʻ,tav-ayin,תע,error,taʻtuaʻ,Hebrew,תעתע,
H8595,1499,taʻtuaʻ,tav-ayin,תע,fraud,taʻtuaʻ,Hebrew,תעתע,
H8377,1484,tᵉʼôw,tav-aleph,תא,lion,tau,Southern Sotho,תאו, 
H8377,1484,tᵉʼôw,tav-aleph,תא,covenant animal,tau,Southern Sotho,תאו, 
H8377,1484,tᵉʼôw,tav-aleph,תא,wild ox,tau,Southern Sotho,תאו, 
H8420,1489,tâw,tav-waw,תו,mark,tâw,Hebrew,תו,
H8428,1488,tâwâh,tav-hey,תה,grieve,tâwâh,Hebrew,תוה,
H8428,1488,tâwâh,tav-hey,תה,ignore,tâwâh,Hebrew,תוה,
H8428,1488,tâwâh,tav-hey,תה,limited,tâwâh,Hebrew,תוה,
H8427,1488,tâwâh,tav-hey,תה,mark,tâwâh,Hebrew,תוה,
H8427,1488,tâwâh,tav-hey,תה,mark out,tâwâh,Hebrew,תוה,
H8427,1488,tâwâh,tav-hey,תה,scrabble,tâwâh,Hebrew,תוה,
H8427,1488,tâwâh,tav-hey,תה,set,tâwâh,Hebrew,תוה,
H2901,1189,ṭâwâh,tet-hey,טה,spin,ṭâwâh,Hebrew,טוה,
H8432,1494,tâwek,tav-kaph,תכ,among,tâwek,Hebrew,תוך,
H8432,1494,tâwek,tav-kaph,תכ,between,tâwek,Hebrew,תוך,
H8432,1494,tâwek,tav-kaph,תכ,bisection,tâwek,Hebrew,תוך,
H8432,1494,tâwek,tav-kaph,תכ,in,tâwek,Hebrew,תוך,
H8432,1494,tâwek,tav-kaph,תכ,into,tâwek,Hebrew,תוך,
H8432,1494,tâwek,tav-kaph,תכ,middle,tâwek,Hebrew,תוך,
H8432,1494,tâwek,tav-kaph,תכ,midst,tâwek,Hebrew,תוך,
H8432,1494,tâwek,tav-kaph,תכ,through,tâwek,Hebrew,תוך,
H8432,1494,tâwek,tav-kaph,תכ,within,tâwek,Hebrew,תוך,
H8495,1504,tayish,tav-shin,תש,buck,tayish,Hebrew,תיש,
H8495,1504,tayish,tav-shin,תש,goat,tayish,Hebrew,תיש,
H213,1018,ʼûwts,aleph-tsade,אצ,press,te,Yoruba,אוץ,
H1660,1068,gath,gimel-tav,גת,press,te,Yoruba,גת,
H8585,1357,tᵉʻâlâh,ayin-lamed,על,channel,tᵉʻâlâh,Hebrew,תעלה,
H2939,2236,ṭᵉʻam,tet-ayin-mem,טעמ,taste,ṭᵉʻam,Hebrew,טעם,
H8391,1480,tᵉʼashshûwr,shin-resh,שר,cedar,tᵉʼashshûwr,Hebrew,תאשור,
H2883,2229,ṭâbaʻ,tet-beyt-ayin,טבע,deepen,teba,Pedi,טבע, 
H2883,2229,ṭâbaʻ,tet-beyt-ayin,טבע,sink,teba,Southern Sotho,טבע, 
H2875,1111,Ṭebach,NAME,טבח,Tebach,Ṭebach,Hebrew,טבח,
H2874,2227,ṭebach,tet-beyt-hhet,טבח,slaughtered,ṭebach,Hebrew,טבח,
H8392,1028,têbâh,beyt-hey,בה,ark,têbâh,Hebrew,תבה,
H8392,1028,têbâh,beyt-hey,בה,box,têbâh,Hebrew,תבה,
H8400,1035,tᵉballul,beyt-lamed,בל,blemish,tᵉballul,Hebrew,תבלל,
H8400,1035,tᵉballul,beyt-lamed,בל,cataract,tᵉballul,Hebrew,תבלל,
H2882,1111,Ṭᵉbalyâhûw,NAME,טבליהו,Tebaljah,Ṭᵉbalyâhûw,Hebrew,טבליהו,
H8406,2811,tᵉbar,shin-beyt-resh,שבר,be fragile,tᵉbar,Hebrew,תבר,
H8406,2811,tᵉbar,shin-beyt-resh,שבר,brittle,tᵉbar,Hebrew,תבר,
H8406,2811,tᵉbar,shin-beyt-resh,שבר,easy to break,tᵉbar,Hebrew,תבר,
H8406,2811,tᵉbar,shin-beyt-resh,שבר,no flexibility,tᵉbar,Hebrew,תבר,
H8397,1035,tebel,beyt-lamed,בל,confusion,tebel,Hebrew,תבל,
H8397,1035,tebel,beyt-lamed,בל,habitable,tebel,Hebrew,תבל,
H8397,1035,tebel,beyt-lamed,בל,mixture,tebel,Hebrew,תבל,
H8397,1035,tebel,beyt-lamed,בל,perversion,tebel,Hebrew,תבל,
H8397,1035,tebel,beyt-lamed,בל,world,tebel,Hebrew,תבל,
H8398,1035,têbêl,beyt-lamed,בל,world,têbêl,Hebrew,תבל,
H1272,2038,bârach,beyt-resh-hhet,ברח,chase,tebela,Southern Sotho,ברח,
H8401,1037,teben,beyt-nun,בנ,chaff,teben,Hebrew,תבן,
H8401,1037,teben,beyt-nun,בנ,material,teben,Hebrew,תבן,
H8401,1037,teben,beyt-nun,בנ,straw,teben,Hebrew,תבן,
H8401,1037,teben,beyt-nun,בנ,stubble,teben,Hebrew,תבן,
H2887,1111,Ṭêbeth,NAME,טבת,Tebeth,Ṭêbeth,Hebrew,טבת,
H8405,1111,Têbêts,NAME,תבץ,Tebets,Têbêts,Hebrew,תבץ,
H8393,1024,tᵉbûwʼâh,beyt-aleph,בא,fruit,tᵉbûwʼâh,Hebrew,תבואה,
H8393,1024,tᵉbûwʼâh,beyt-aleph,בא,income,tᵉbûwʼâh,Hebrew,תבואה,
H8393,1024,tᵉbûwʼâh,beyt-aleph,בא,increase,tᵉbûwʼâh,Hebrew,תבואה,
H8393,1024,tᵉbûwʼâh,beyt-aleph,בא,revenue,tᵉbûwʼâh,Hebrew,תבואה,
H8395,1038,tᵉbûwçâh,beyt-samehh,בס,treading down,tᵉbûwçâh,Hebrew,תבוסה,
H8462,1173,tᵉchillâh,hhet-lamed,חל,begin,tᵉchillâh,Hebrew,תחלה,
H8462,1173,tᵉchillâh,hhet-lamed,חל,beginning,tᵉchillâh,Hebrew,תחלה,
H8462,1173,tᵉchillâh,hhet-lamed,חל,commencement,tᵉchillâh,Hebrew,תחלה,
H8462,1173,tᵉchillâh,hhet-lamed,חל,first,tᵉchillâh,Hebrew,תחלה,
H8468,1111,Tᵉchinnâh,NAME,תחנה,Techinnah,Tᵉchinnâh,Hebrew,תחנה,
H2914,2232,ṭᵉchôr,tet-hhet-resh,טחר,boil,ṭᵉchôr,Hebrew,טחר,
H2914,2232,ṭᵉchôr,tet-hhet-resh,טחר,tumor,ṭᵉchôr,Hebrew,טחר,
H2911,1192,ṭᵉchôwn,tet-hhet,טח,hand mill,ṭᵉchôwn,Hebrew,טחון,
H8460,2892,tᵉchôwth,tav-hhet-tav,תחת,beneath,tᵉchôwth,Hebrew,תחות,
H8460,2892,tᵉchôwth,tav-hhet-tav,תחת,under,tᵉchôwth,Hebrew,תחות,
H8411,1089,tᵉdîyrâʼ,dalet-resh,דר,permanence,tᵉdîyrâʼ,Hebrew,תדירא,
H1803,1081,dallâh,dalet-lamed,דל,beard,tedu,Setswana,דלה,
H1803,1081,dallâh,dalet-lamed,דל,beard,tedu,Setswana,דלה,
H2297,1165,chad,hhet-dalet,חד,first,tee,Pedi,חד, 
H2297,1165,chad,hhet-dalet,חד,one,tee,Pedi,חד, 
H8462,1173,tᵉchillâh,hhet-lamed,חל,beginning,teekila,Hebrew,תחלה,
H8462,1173,tᵉchillâh,hhet-lamed,חל,first,teekila,Hebrew,תחלה,
H2942,2236,ṭᵉʻêm,tet-ayin-mem,טעמ,flavor,ṭᵉʻêm,Hebrew,טעם,
H8384,1014,tᵉʼên,aleph-nun,אנ,fig tree,tᵉʼên,Southern Sotho,תאן, 
H8416,1104,tᵉhillâh,hey-lamed,הל,laudation,tᵉhillâh,Hebrew,תהלה,
H8416,1104,tᵉhillâh,hey-lamed,הל,praise,tᵉhillâh,Hebrew,תהלה,
H8416,1104,tᵉhillâh,hey-lamed,הל,shining,tᵉhillâh,Hebrew,תהלה,
H8415,1105,tᵉhôwm,hey-mem,המ,abyss,tᵉhôwm,Hebrew,תהום,
H8415,1105,tᵉhôwm,hey-mem,המ,deep,tᵉhôwm,Hebrew,תהום,
H8415,1105,tᵉhôwm,hey-mem,המ,depth,tᵉhôwm,Hebrew,תהום,
H8415,1105,tᵉhôwm,hey-mem,המ,sea,tᵉhôwm,Hebrew,תהום,
H2890,1204,ṭᵉhôwr,tet-resh,טר,purity,ṭᵉhôwr,Hebrew,טהור,
H2846,1183,châthâh,hhet-tav,חת,take,teka,Tsonga,חתה, 
H8504,1242,tᵉkêleth,kaph-lamed,כל,mussel,tᵉkêleth,Hebrew,תכלת,
H8499,1244,tᵉkûwnâh,kaph-nun,כנ,something arranged,tᵉkûwnâh,Hebrew,תכונה,
H8498,2893,tᵉkûwnâh,tav-kaph-nun,תכנ,adjustment,tᵉkûwnâh,Hebrew,תכונה,
H8510,1196,têl,tet-lamed,טל,heap,têl,Hebrew,תל,
H8510,1196,têl,tet-lamed,טל,mound,têl,Hebrew,תל,
H8510,1196,têl,tet-lamed,טל,ruin,têl,Hebrew,תל,
H8510,1196,têl,tet-lamed,טל,strength,têl,Hebrew,תל,
H8512,1111,Têl ʼÂbîyb,NAME,תל אביב,Tel-Abib,Têl ʼÂbîyb,Hebrew,תל אביב,
H8521,1111,Têl Charshâʼ,NAME,תל חרשא,Tel-Charsha,Têl Charshâʼ,Hebrew,תל חרשא,
H8528,1111,Têl Melach,NAME,תל מלח,Tel-Melach,Têl Melach,Hebrew,תל מלח,
H2922,1196,ṭᵉlâʼ,tet-lamed,טל,lamb,ṭᵉlâʼ,Hebrew,טלא,
H8513,1258,tᵉlâʼâh,lamed-hey,לה,distress,tᵉlâʼâh,Hebrew,תלאה,
H8520,1111,Telach,NAME,תלח,Telach,Telach,Hebrew,תלח,
H8517,2841,tᵉlag,shin-lamed-gimel,שלג,snow,tᵉlag,Hebrew,תלג,
H2923,1111,Ṭᵉlâʼîym,NAME,טלאים,Telaim,Ṭᵉlâʼîym,Hebrew,טלאים,
H2926,1196,ṭâlal,tet-lamed,טל,covered,ṭᵉlal,Hebrew,טלל,
H2926,1196,ṭâlal,tet-lamed,טל,roofed,ṭᵉlal,Hebrew,טלל,
H8515,1111,Tᵉlaʼssar,NAME,תלאשר,Telassar,Tᵉlaʼssar,Hebrew,תלאשר,
H8531,2847,tᵉlath,shin-lamed-shin,שלש,tertiary rank,tᵉlath,Hebrew,תלת,
H8532,2847,tᵉlâth,shin-lamed-shin,שלש,three,tᵉlâth,Hebrew,תלת,
H8533,2847,tᵉlâthîyn,shin-lamed-shin,שלש,ten times three,tᵉlâthîyn,Hebrew,תלתין,
H8381,1012,taʼălâh,aleph-lamed,אל,curse,telela,Pedi,תאלה, 
H1809,1081,dâlal,dalet-lamed,דל,belittle,telela,Pedi,דלל,
H2928,1111,Ṭelem,NAME,טלם,Telem,Ṭelem,Hebrew,טלם,
H8522,1495,tᵉlîy,tav-lamed,תל,quiver,tᵉlîy,Hebrew,תלי,
H8523,2847,tᵉlîythay,shin-lamed-shin,שלש,third,tᵉlîythay,Hebrew,תליתי,
H8519,1451,tᵉlûwnâh,resh-nun,רנ,grumbling,tᵉlûwnâh,Hebrew,תלונה,
H8547,1111,Temach,NAME,תמח,Temach,Temach,Hebrew,תמח,
H8540,1496,tᵉmahh,tav-mem,תמ,miracle,tᵉmahh,Hebrew,תמה,
H1677,1071,dôb,dalet-beyt,דב,elephant,tembo,Venda,דב,
H8557,1291,temeç,mem-samehh,מס,liquefaction,temeç,Hebrew,תמס,
H8543,1288,tᵉmôwl,mem-lamed,מל,ago,tᵉmôwl,Hebrew,תמול,
H8545,1296,tᵉmûwrâh,mem-resh,מר,barter,tᵉmûwrâh,Hebrew,תמורה,
H8546,1298,tᵉmûwthâh,mem-tav,מת,execution,tᵉmûwthâh,Hebrew,תמותה,
H8383,1014,tᵉʼun,aleph-nun,אנ,naughtiness,tena,Southern Sotho,תאן, 
H1777,1083,dîyn,dalet-nun,דנ,irritate,tena,Southern Sotho,דין,
H2935,1198,ṭeneʼ,tet-nun,טנ,basket,ṭeneʼ,Hebrew,טנא,
H6258,1367,ʻattâh,ayin-tav,עת,present,teng,Setswana,עתה, 
H386,1497,ʼêythân,tav-nun,תנ,ok,teng,Setswana,איתן,
H386,1497,ʼêythân,tav-nun,תנ,present,teng,Setswana,איתן,
H386,1497,ʼêythân,tav-nun,תנ,well,teng,Setswana,איתן,
H8570,1301,tᵉnûwbâh,nun-beyt,נב,fruit,tᵉnûwbâh,Hebrew,תנובה,
H8570,1301,tᵉnûwbâh,nun-beyt,נב,produce,tᵉnûwbâh,Hebrew,תנובה,
H8571,1310,tᵉnûwk,nun-kaph,נכ,pinnacle,tᵉnûwk,Hebrew,תנוך,
H8572,1312,tᵉnûwmâh,nun-mem,נמ,drowsiness,tᵉnûwmâh,Hebrew,תנומה,
H8573,1312,tᵉnûwphâh,nun-mem,נמ,brandishing,tᵉnûwphâh,Hebrew,תנופה,
H8569,1300,tᵉnûwʼâh,nun-aleph,נא,what one has against another,tenwa,Southern Sotho,תנואה, 
H2947,2238,ṭêphach,tet-pey-hhet,טפח,spread of the hand,ṭêphach,Hebrew,טפח,
H2953,2240,ṭᵉphar,tet-pey-resh,טפר,finger-nail,ṭᵉphar,Hebrew,טפר,
H8600,1386,tᵉphôwtsâh,pey-tsade,פצ,dispersal,tᵉphôwtsâh,Hebrew,תפוצה,
H8629,2902,têqaʻ,tav-quph-ayin,תקע,blast of trumpet,têqaʻ,Hebrew,תקע,
H8625,2874,tᵉqal,shin-quph-lamed,שקל,balance,tᵉqal,Hebrew,תקל,
H8627,2901,tᵉqan,tav-quph-nun,תקנ,straighten up,tᵉqan,Hebrew,תקן,
H8631,2903,tᵉqêph,tav-quph-pey,תקפ,become,tᵉqêph,Hebrew,תקף,
H8632,2903,tᵉqôph,tav-quph-pey,תקפ,power,tᵉqôph,Hebrew,תקף,
H8620,1111,Tᵉqôwaʻ,NAME,תקוע,Tekoa,Tᵉqôwaʻ,Hebrew,תקוע,
H8621,1111,Tᵉqôwʻîy,NAME,תקועי,Tekoite,Tᵉqôwʻîy,Hebrew,תקועי,
H8618,1427,tᵉqôwmêm,quph-mem,קמ,opponent,tᵉqôwmêm,Hebrew,תקומם,
H8617,1427,tᵉqûwmâh,quph-mem,קמ,resistfulness,tᵉqûwmâh,Hebrew,תקומה,
H8622,1431,tᵉqûwphâh,quph-pey,קפ,revolution,tᵉqûwphâh,Hebrew,תקופה,
H8651,2862,tᵉraʻ,shin-ayin-resh,שער,door,tᵉraʻ,Hebrew,תרע,
H8646,1111,Terach,NAME,תרח,Terach,Terach,Hebrew,תרח,
H2957,2242,ṭᵉrad,tet-resh-dalet,טרד,expel,ṭᵉrad,Hebrew,טרד,
H8655,1111,tᵉrâphîym,NAME,תרפים,Teraphim,tᵉrâphîym,Hebrew,תרפים,
H2962,2244,ṭerem,tet-resh-mem,טרמ,non-occurrence,ṭerem,Hebrew,טרם,
H2964,2245,ṭereph,tet-resh-pey,טרפ,torn,ṭereph,Hebrew,טרף,
H2966,2245,ṭᵉrêphâh,tet-resh-pey,טרפ,prey,ṭᵉrêphâh,Hebrew,טרפה,
H8657,1111,Teresh,NAME,תרש,Teresh,Teresh,Hebrew,תרש,
H8648,1474,tᵉrêyn,shin-nun,שנ,two,tᵉrêyn,Hebrew,תרין,
H2958,2244,ṭᵉrôwm,tet-resh-mem,טרמ,not yet,ṭᵉrôwm,Hebrew,טרום,
H8643,1460,tᵉrûwʻâh,resh-ayin,רע,battle cry,tᵉrûwʻâh,Hebrew,תרועה,
H8643,1460,tᵉrûwʻâh,resh-ayin,רע,clamor,tᵉrûwʻâh,Hebrew,תרועה,
H8643,1460,tᵉrûwʻâh,resh-ayin,רע,rejoicing,tᵉrûwʻâh,Hebrew,תרועה,
H8643,1460,tᵉrûwʻâh,resh-ayin,רע,trumpet blast,tᵉrûwʻâh,Hebrew,תרועה,
H8641,1450,tᵉrûwmâh,resh-mem,רמ,present,tᵉrûwmâh,Hebrew,תרומה,
H8642,1450,tᵉrûwmîyâh,resh-mem,רמ,sacrificial offering,tᵉrûwmîyâh,Hebrew,תרומיה,
H8644,1454,tᵉrûwphâh,resh-pey,רפ,medicine,tᵉrûwphâh,Hebrew,תרופה,
H8644,1454,tᵉrûwphâh,resh-pey,רפ,remedy,tᵉrûwphâh,Hebrew,תרופה,
H8672,1476,têshaʻ,shin-ayin,שע,nine,têshaʻ,Hebrew,תשע,
H8671,1476,tᵉshîyʻîy,shin-ayin,שע,ninth,tᵉshîyʻîy,Hebrew,תשיעי,
H8663,1461,tᵉshuʼâh,shin-aleph,שא,commotion,tᵉshuʼâh,Hebrew,תשאה,
H8663,1461,tᵉshuʼâh,shin-aleph,שא,crashing,tᵉshuʼâh,Hebrew,תשאה,
H8663,1461,tᵉshuʼâh,shin-aleph,שא,crying,tᵉshuʼâh,Hebrew,תשאה,
H8663,1461,tᵉshuʼâh,shin-aleph,שא,noise,tᵉshuʼâh,Hebrew,תשאה,
H8663,1461,tᵉshuʼâh,shin-aleph,שא,shouting,tᵉshuʼâh,Hebrew,תשאה,
H8663,1461,tᵉshuʼâh,shin-aleph,שא,stirs,tᵉshuʼâh,Hebrew,תשאה,
H8663,1461,tᵉshuʼâh,shin-aleph,שא,storm,tᵉshuʼâh,Hebrew,תשאה,
H8663,1461,tᵉshuʼâh,shin-aleph,שא,thundering,tᵉshuʼâh,Hebrew,תשאה,
H8666,1462,tᵉshûwbâh,shin-beyt,שב,expire,tᵉshûwbâh,Hebrew,תשובה,
H8666,1462,tᵉshûwbâh,shin-beyt,שב,return,tᵉshûwbâh,Hebrew,תשובה,
H8669,1479,tᵉshûwqâh,shin-quph,שק,longing,tᵉshûwqâh,Hebrew,תשוקה,
H8670,1480,tᵉshûwrâh,shin-resh,שר,gift,tᵉshûwrâh,Hebrew,תשורה,
H8667,1335,tᵉsûwmeth,samehh-mem,סמ,deposit,tᵉsûwmeth,Hebrew,תשומת,
H2916,1193,ṭîyṭ,tet-tet,טט,soft,tete,Tonga,טיט, 
H8383,1014,tᵉʼun,aleph-nun,אנ,naughtiness,tᵉʼun,Hebrew,תאן,
H8584,1349,tᵉʻûwdâh,ayin-dalet,עד,attestation,tᵉʻûwdâh,Hebrew,תעודה,
H1272,2038,bârach,beyt-resh-hhet,ברח,chase,tevhela,Venda,ברח,
H8429,1488,tᵉwahh,tav-hey,תה,amaze,tᵉwahh,Hebrew,תוה,
H8429,1488,tᵉwahh,tav-hey,תה,astony,tᵉwahh,Hebrew,תוה,
H2908,1206,ṭᵉwâth,tet-tav,טת,hunger,ṭᵉwâth,Hebrew,טות,
H1803,1081,dallâh,dalet-lamed,דל,beard,tewu,Yao,דלה,
H8485,1111,Têymâʼ,NAME,תימא,Tema,Têymâʼ,Hebrew,תימא,
H8487,1111,Têymân,NAME,תימן,Teman,Têymân,Hebrew,תימן,
H8486,1290,têymân,mem-nun,מנ,south,têymân,Hebrew,תימן,
H8489,1111,Têymânîy,NAME,תימני,Temanite,Têymânîy,Hebrew,תימני,
H8488,1111,Têymᵉnîy,NAME,תימני,Temeni,Têymᵉnîy,Hebrew,תימני,
H5324,2426,nâtsab,nun-tsade-beyt,נצב,mountain,thaba,Southern Sotho,נצב, 
H2868,1186,ṭᵉʼêb,tet-beyt,טב,glad,thaba,Southern Sotho,טאב, 
H2895,1186,ṭôwb,tet-beyt,טב,be joyful,thabang,Southern Sotho,טוב, 
H2895,1186,ṭôwb,tet-beyt,טב,be joyful,thabani,Southern Sotho,טוב, 
H2895,1186,ṭôwb,tet-beyt,טב,joy,thabo,Lingala,טוב, 
H2895,1186,ṭôwb,tet-beyt,טב,joy,thabo,Southern Sotho,טוב, 
H8502,1242,tiklâh,kaph-lamed,כל,happy,thakgala,Pedi,תכלה, 
H7521,1455,râtsâh,resh-tsade,רצ,love,thanda,Zulu,רצה, 
H7521,1455,râtsâh,resh-tsade,רצ,pleased,thanda,Zulu,רצה, 
H8605,1380,tᵉphillâh,pey-lamed,פל,prayer,thapelo,Southern Sotho,תפלה, 
H2952,1201,ṭâphaph,tet-pey,טפ,skipping rope,thapo,Southern Sotho,טפף, 
H4307,1204,maṭṭârâʼ,tet-resh,טר,contain,thari,Southern Sotho,מטרא, 
H4307,1204,maṭṭârâʼ,tet-resh,טר,prison,thari,Southern Sotho,מטרא, 
H2894,1185,ṭûwʼ,tet-aleph,טא,sweep,thatha,Zulu,טוא, 
H2894,1185,ṭûwʼ,tet-aleph,טא,take away,thatha,Zulu,טוא, 
H7470,1453,rᵉʻûwth,resh-ayin,רע,pleasure,thato,Southern Sotho,רעות, 
H7470,1453,rᵉʻûwth,resh-ayin,רע,will,thato,Southern Sotho,רעות, 
H1881,1091,dâth,dalet-tav,דת,law,thato,Southern Sotho,דת,
H1848,1022,dophîy,aleph-tav,את,set up,thea,Southern Sotho,דפי,
H2877,1186,ṭabbâch,tet-beyt,טב,shield,thebe,Southern Sotho,טבח, 
H7521,1455,râtsâh,resh-tsade,רצ,listen,theetsa,Pedi,רצה, 
H2904,1196,ṭûwl,tet-lamed,טל,pour,thela,Southern Sotho,טול, 
H2904,1196,ṭûwl,tet-lamed,טל,pour,thela,Zulu,טול, 
H2904,1196,ṭûwl,tet-lamed,טל,throw,thela,Southern Sotho,טול, 
H2904,1196,ṭûwl,tet-lamed,טל,throw,thela,Zulu,טול, 
H4009,2013,mibṭâch,beyt-tet-hhet,בטח,confidence,themba,Zulu,מבטח, 
H4009,2013,mibṭâch,beyt-tet-hhet,בטח,hope,themba,Zulu,מבטח, 
H4009,2013,mibṭâch,beyt-tet-hhet,בטח,sure,themba,Zulu,מבטח, 
H4009,2013,mibṭâch,beyt-tet-hhet,בטח,trust,themba,Zulu,מבטח, 
H3739,1250,kârâh,kaph-resh,כר,procure,thenga,Zulu,כרה, 
H8451,1227,tôwrâh,yud-resh,יר,sermon,thero,Southern Sotho,תורה, 
H8451,1227,tôwrâh,yud-resh,יר,teaching,thero,Southern Sotho,תורה, 
H8454,1504,tûwshîyâh,tav-shin,תש,work,thesha,Dialect1,תושיה, 
H2877,1186,ṭabbâch,tet-beyt,טב,stop,thiba,Southern Sotho,טבח, 
H589,1307,ʼănîy,nun-hhet,נח,us,thina,Zulu,אני,
H589,1307,ʼănîy,nun-hhet,נח,us,thina,Xhosa,אני,
H589,1307,ʼănîy,nun-hhet,נח,us,thina,Southern Sotho,אני,
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,deliverance,thixo,Xhosa,תשועה, 
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,freedom,thixo,Hebrew,תשועה,
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,God,Thixo,Hebrew,תשועה,
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,help,thixo,Hebrew,תשועה,
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,victory,thixo,Hebrew,תשועה,
H8467,1175,tᵉchinnâh,hhet-nun,חנ,kiss,thlana,Southern Sotho,תחנה, 
H8467,1175,tᵉchinnâh,hhet-nun,חנ,show favour,thlana,Southern Sotho,תחנה, 
H8467,1175,tᵉchinnâh,hhet-nun,חנ,supplication,thlana,Southern Sotho,תחנה, 
H8467,1175,tᵉchinnâh,hhet-nun,חנ,favour,thlanama,Southern Sotho,תחנה, 
H2505,2167,châlaq,hhet-lamed-quph,חלק,clear,thlaqa,Southern Sotho,חלק, 
H2505,2167,châlaq,hhet-lamed-quph,חלק,smoother,thlaqa,Southern Sotho,חלק, 
H8462,1173,tᵉchillâh,hhet-lamed,חל,create,thlola,Hebrew,תחלה,
H8462,1173,tᵉchillâh,hhet-lamed,חל,to begin,thlola,Hebrew,תחלה,
H2505,2167,châlaq,hhet-lamed-quph,חלק,get rid,thloqa,Southern Sotho,חלק, 
H2505,2167,châlaq,hhet-lamed-quph,חלק,takeaway,thloqa,Southern Sotho,חלק, 
H2502,2166,châlats,hhet-lamed-tsade,חלצ,polish,thlotsa,Southern Sotho,חלץ, 
H2502,2166,châlats,hhet-lamed-tsade,חלצ,polish the arrow,thlotsa,Southern Sotho,חלץ, 
H2502,2166,châlats,hhet-lamed-tsade,חלצ,prepare for war,thlotsa,Southern Sotho,חלץ, 
H2896,1186,ṭôwb,tet-beyt,טב,kindness,thoba,Zulu,טוב, 
H2895,1186,ṭôwb,tet-beyt,טב,beautiful,thoba,Zulu,טוב, 
H2895,1186,ṭôwb,tet-beyt,טב,fair,thoba,Zulu,טוב, 
H2895,1186,ṭôwb,tet-beyt,טב,humble,thoba,Zulu,טוב, 
H2895,1186,ṭôwb,tet-beyt,טב,pleasing,thoba,Zulu,טוב, 
H2895,1186,ṭôwb,tet-beyt,טב,pleasing,thoba,Southern Sotho,טוב, 
H6938,1418,Qêdâr,quph-dalet,קד,head,thoho,Venda,קדר, 
H332,1204,ʼâṭar,tet-resh,טר,shut,thola,Southern Sotho,אטר,
H5183,1307,Nachath,nun-hhet,נח,quiet,thola (possible),Southern Sotho,נחת, 
H6779,2666,tsâmach,tsade-mem-hhet,צמח,spring,thoma,Southern Sotho,צמח, 
H6780,2666,tsemach,tsade-mem-hhet,צמח,reach puberty,thomba,Zulu,צמח, 
H5408,2449,nâthach,nun-tet-hhet,נטח,cut,thona,Bukusu,נתח, 
H332,1204,ʼâṭar,tet-resh,טר,keep quiet,thula,Zulu,אטר,
H332,1204,ʼâṭar,tet-resh,טר,be quiet,thulani,Zulu,אטר,
H332,1204,ʼâṭar,tet-resh,טר,keep quiet,thulisile,Zulu,אטר,
H7411,1450,râmâh,resh-mem,רמ,send,thuma,Zulu,רמה, 
H5183,1307,Nachath,nun-hhet,נח,grave place of quietness,thuna,Zulu,נחת, 
H5183,1307,Nachath,nun-hhet,נח,graveyard,thuneni,Zulu,נחת, 
H724,1448,ʼărûwkâh,resh-kaph,רכ,stitch,thunga,Zulu,ארוכה,
H4307,1204,maṭṭârâʼ,tet-resh,טר,container of the heart,thuro,Diriku,מטרא, 
H2907,1205,ṭûws,tet-shin,טש,prey on victim,thuselelo,Southern Sotho,טוש, 
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,help,thusha,Southern Sotho,תשועה, 
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,help,thusha,Southern Sotho,תשועה, 
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,save,thusha,Southern Sotho,תשועה, 
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,deliverance,thusho,Southern Sotho,תשועה, 
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,help,thusho,Southern Sotho,תשועה, 
H8668,1476,tᵉshûwʻâh,shin-ayin,שע,salvation,thusho,Southern Sotho,תשועה, 
H2916,1193,ṭîyṭ,tet-tet,טט,basket,thutha,Zulu,טיט, 
H2916,1193,ṭîyṭ,tet-tet,טט,clay basket to carry,thutha,Zulu,טיט, 
H1881,1091,dâth,dalet-tav,דת,law,thuto,Southern Sotho,דת,
